,date,tweet,user_id,username
17,31-12-2019 22:16,why #india should rope in $AMZN $WMT $BABA #relinacejio for #farmer #pre deals to boost #farmers #income https://inc42.com/buzz/national-india-agri-marketplace-enam-growth-slower-than-expected-reveals-data/ …,881604271,naashonomics
18,31-12-2019 22:13,"Abellio's UK business model isn't working. This follows on from funding difficulties reported for their Greater Anglia franchise. It was also only recently reported that Abellio (WMT/LNR) had paid out £2.5m in compensation since the May 2019 timetable. 

 https://www.bbc.co.uk/news/uk-scotland-scotland-business-50891974 …",745958438,cancelledagain_
19,31-12-2019 22:00,"Inside Month 12/19:

$ANTM
$CRON
$CRWD (dbl)
$CVS
$CVX
$DIS
$DNKN
$DOW
$EXPE
$FEYE
$GE
$KHC
$LMT
$LYFT
$NOC
$ROKU
$SPOT
$SPWR
$SQ
$T
$TEAM (dbl)
$TJX
$TWLO
$UBER
$WBA
$WFC
$WMT
$WW
$XOM
$YUM
#insidemonth",3072531730,OptionsLocator
20,31-12-2019 21:51,Trim 1/4 OF $WMT at .4,9.56543E+17,SimbasStocks
21,31-12-2019 21:36,2019-12-30 Short sale volume (not short interest) for $AMZN is 37%.  http://shortvolumes.com/?t=AMZN  $NWSA 52% $WMT 40% $GOOGL 40%,9.25001E+17,shortvolumes
22,31-12-2019 21:34,"Portfolio management on #iPhone.
#ios $GE $WMT #DAX @HyperRTs https://itunes.apple.com/us/app/portfolio-monitor-your-stocks/id1137454363?mt=8&at=11l5GX&ct=twitter …",332160560,bitcommander
23,31-12-2019 21:33,"$TWTR $50 when the #Bitch is fired
$AAPL  $169 worm in apple core found
$WMT $48 simply because it doesn't make anything but P/E
$TSLA $300 from more not wanting #hazmat
$AMZN $2500 when Jeff sells @washingtonpost
$HKBV $1 I'm soaking my toes in State of Yap sand off internet 😂",15692273,madmilker
24,31-12-2019 21:31,"Highlight: Morgan Stanley raises its price target on $WMT. ""It's remarkable what Walmart is doing,"" @briansozzi says. ""It just speaks to their stores becoming a lot more productive, in part that's because of the 'buy online, pick it up in stores...'"" pic.twitter.com/q3p5pD8KiT",19546277,YahooFinance
25,31-12-2019 21:29,worst is over #india #GDP rebound to help $AMZN $WMT $FB $NFLX $GOOGL https://www.youtube.com/watch?v=zw_IRrNNDgU …,881604271,naashonomics
26,31-12-2019 21:27,$WMT Don’t Get Bored with Walmart Stock — It Could Break Out -- my article for @investorplace  https://investorplace.com/2019/12/dont-get-bored-with-walmart-stock-it-could-break-out/ … $SPY $QQQ $DJIA $DIA $GLD $SLV #stockmarket #investing #finance #stocks #gold #silver $TWTR $FB $AAPL $AMZN $TSLA $AMD $INTC $NFLX #economy $TLT $TGT,1664138053,davidmoadel
27,31-12-2019 21:23,$WMT close to VWAP  pic.twitter.com/nycI9YfSms,292142673,ntfri
28,31-12-2019 20:57,"$WMT's price moved above its 50-day Moving Average on December 5, 2019. View odds for this and other indicators:  https://tickeron.com/go/1069209  #Walmart #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today pic.twitter.com/aIYSSn4sBg",374729426,Tickeron
29,31-12-2019 20:52,"$AMZN $WMT 
Indian Railways May Soon Tie Up With Ecommerce Companies To Boost Parcel Business  https://www.youtube.com/watch?v=V_w9Z2PpuTI …",881604271,naashonomics
30,31-12-2019 20:38,"Enter $WMT 119 CALLS FOR JAN 3 AT .31
Swing",9.56543E+17,SimbasStocks
31,31-12-2019 20:37,Same but don't dm me. Still wmt  https://twitter.com/Koffy_9/status/1212094988810641408 …,330303659,QwesiNifa
32,31-12-2019 20:28,soon $GOOGL $AMZN $WMT $UBER will sell #emtro #tickets across #india pic.twitter.com/rALFEIvlMo,881604271,naashonomics
33,31-12-2019 20:26,We calculated 63-day Expected Return of $WMT for you: 1.11%  https://unicornbay.com/t/WMT.US?utm_medium=tweet&utm_campaign=expreturn&utm_source=twitter …,2997788563,1MinuteStock
34,31-12-2019 20:22,NEWS OUT 👇. ENTREX has confirmed merger in UNSS is complete $NOK $VALE $NIO $ABEV $S $XHR $DWPD $fb $goog $jnj $jpm $abc $wmt $cvx $hd $pg $unh $pfe $qcom $adbe $v $nflx $chtr $cost $PTC #StockMarket #investing #NYSE #WallStreet #NASDAQ #reversemerger https://twitter.com/CabalHunterQ/status/1212090203386634241 …,1.13897E+18,OCDstocks
35,31-12-2019 20:14,"WMT Done! It was intersting also because there was a strong market correction on 82 with strong divergence between WMT and the market! Clear example of what Oneil wrote in the book! Ive made a pdf with some mark, could i post it, somehow?",2425000696,LMantilero
36,31-12-2019 20:00,Wmt for ending ours,3366827794,da_kaze
37,31-12-2019 19:55,"TRACED Act signed into law, putting robocallers on notice  http://dlvr.it/RMD94h  pic.twitter.com/5h3w3he3Gh",8.32221E+17,mridul_wmt
38,31-12-2019 19:40,$WMT go go go  pic.twitter.com/s0JGOzrNx9,292142673,ntfri
39,31-12-2019 19:34,"$GOOGL $AMZN $WMT go #cashless or pay fines #NarendraModi push to #shop owners #fintech
 https://economictimes.indiatimes.com/news/economy/policy/hefty-fine-for-shops-and-firms-not-accepting-digital-payments-from-february/articleshow/73043848.cms …",881604271,naashonomics
40,31-12-2019 19:29,"It’s not $GME going to start off 2020 with a massive short squeeze. 3 million shares more than what exist shorted 😱😱😱 good luck shorts trying to cover 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C",32171776,InvincibleBull
41,31-12-2019 19:29,WMT Stock Price | Walmart Inc. Stock Quote (U.S.: NYSE) -  https://is.gd/Xww9Zd  #VIXC #LatestComments,9.1134E+17,VIXC_News
42,31-12-2019 19:25,"With past performance like this, how can you not sign up for a Free 7-day trial to  http://ow.ly/XeJK30q5QDC ? Winning Option Swing Trades Since 2006  $WYNN $WMT $AMD $INTC",33286321,OptionAlarm
43,31-12-2019 19:17,"Mid-day Options highest ORB, Up/Avg Gain of today's seven 30-min bars, G/L % in the previous 30-Min (Min $10 & Vol 1M, Opt Price > $2.50 & Vol 500-1000 in any strike): $CGC $LK $WMT $HD $NFLX $WDC $SQ $CTL $MO pic.twitter.com/j1eMUlUGH7",72185690,15minofPham
44,31-12-2019 19:15,"@ScottWapnerCNBC That @MorganStanley call for $WMT at $180 screams of market exuberance 
Cmon now. Help people understand how absurd that target is. @HalftimeReport 
Happy New Year !!🎈🎊🎆",17423305,Gary_Hargreaves
45,31-12-2019 19:15,"Mid-day Options highest ORB, Up/Avg Gain of today's seven 30-min bars, G/L % in the previous 30-Min (Min $10 & Vol 1M, Opt Price $1.01-$2.50 & Vol 500-1000 in any strike): $TLRY $CGC $WMT $BYND $GIS $TGT $OXY $CSCO pic.twitter.com/WF1fzLBPKt",72185690,15minofPham
46,31-12-2019 19:12,"Mid-day Options highest ORB, Up/Avg Gain of today's seven 30-min bars, G/L % in the previous 30-Min (Min $10 & Vol 1M, Opt Price $0.25-$1 & Vol 500-1000 in any strike): $PINS $TLRY $KHC $WMT $CGC $TLRY $DD $BYND pic.twitter.com/4VSXjcwDOu",72185690,15minofPham
47,31-12-2019 19:04,01:04:23 PM Automated Entry. Long 651 shares of $WMT at $118.29 for a trade that I will be looking to close in the next 7 days.,454724738,innersigma
48,31-12-2019 18:59,"$GME huge shareholders + nice insider holdings+ massive share buy backs + 104% of the outstanding shares shorted = RECORD SHORT SQUEEZE COMING 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP pic.twitter.com/QXZTcahuZt",32171776,InvincibleBull
49,31-12-2019 18:56,"$GME coiled tight, about to bust and you will see the power of a 104% of the outstanding shares short SQUEEZES FOR THE RECORD BOOKS

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $TLRY $NVCN",32171776,InvincibleBull
50,31-12-2019 18:54,"$WMT 
Walmart 
 Target Raised by Morgan Stanley $118.35 $125.00 ➝ $130.00 Overweight",19052568,MadMraket
51,31-12-2019 18:41,im thinking $wmt,1234993434,idemollari
52,31-12-2019 18:36,"@GameStop who knows how more share buy back happened since 10q but 104% of the outstanding shares are short $GME chart screaming SHORT SQUEEZE 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP",32171776,InvincibleBull
53,31-12-2019 18:28,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target $EBAY eBay You don't have to pay for membership #fees #save #money find out more pic.twitter.com/91aUC1Q4UZ,1.19464E+18,bestdealsonli11
54,31-12-2019 18:28,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target $EBAY eBay You don't have to pay for membership #fees #save #money find out more pic.twitter.com/Xn5GPci9zF,471996256,atopesca
55,31-12-2019 18:28,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target $EBAY eBay You don't have to pay for membership #fees #save #money find out more pic.twitter.com/vrWjUM9Xhj,155546616,NeoMagic_Corp
56,31-12-2019 18:27,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target  Kohls You don't have to pay for membership #fees #save #money find out more pic.twitter.com/TrACjXcdN3,1.20691E+18,Shopmercado1
57,31-12-2019 18:26,"$GME making new highs!!!! Soon that 104% of the outstanding shares that are short are going to have to cover 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $NVCN $PYX pic.twitter.com/6pwDaaDb1F",32171776,InvincibleBull
58,31-12-2019 18:20,"Trading Ideas: $WMT - long, looking for quick snap to $122, very speculative  http://dlvr.it/RMCyC5  📈 FREE trade-of-week via →  http://freetrade.pw  pic.twitter.com/KVmzWxcZY8",121158213,AlertTrade
59,31-12-2019 18:16,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target $EBAY EBAY You don't have to pay for membership #fees #save #money find out more pic.twitter.com/cUm5QBNjta,451100607,mercadomagico
60,31-12-2019 18:13,"$GME what will happen when 104% of the outstanding shares are trying to cover!? 😱😱😱😱🥳🥳🥳🥳🥳🚀🚀🚀🚀🚀🚀🚀🚀
$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $TLRY $CRON $NVCN",32171776,InvincibleBull
61,31-12-2019 18:13,"$WMT - long, looking for quick snap to $122, very speculative - #WMT chart  http://www.tradingview.com/chart/WMT/HXu1sJ55-WMT-long-looking-for-quick-snap-to-122-very-speculative/ …",3043853619,crasherBOT
62,31-12-2019 18:09,$WMT NEW ARTICLE : Imagine 'virtual changing rooms' — ex-Walmart US chief on how tech can shape retail in the 2020s  https://dashboard.stck.pro/news.php?ticker=WMT&rowid=3125005 … Get all the latest $WMT related news here :  https://dashboard.stck.pro/news.php?ticker=WMT … pic.twitter.com/ZIqKJ3zgtA,9.63496E+17,StckPro
63,31-12-2019 18:08,Is Walmart (WMT) Stock Outpacing Its Retail-Wholesale Peers This Year?  http://dlvr.it/RMCwlD  pic.twitter.com/TRGG5Vvvb3,9.48461E+17,ASOIideas
64,31-12-2019 18:02,"$ES $SPX $UVXY $FB $AAPL $VIX $TWTR $WMT $M $VZ $KO $LULU $NKE $AMZN slow trading at year-end, but profitable nonetheless. In the New Year, subscribe to  http://finomgroup.com  and trade with us. 99% hit rate in 2019. Well be at it again in 2020. pic.twitter.com/sTTMy6ItPu",568403097,SethCL
65,31-12-2019 18:01,"Closed $WMT as it appears to be forming a breakout through noted linear support which was the foundation of the long setup. Could see a short entry if the breakout is confirmed. I'm currently now only short stock. :) 

Rip my beta-weighted delta! 😂  pic.twitter.com/nqZRYtoCRX",1.11621E+18,DoozyTrader
66,31-12-2019 17:53,"$WMT NEW ARTICLE : Shoppers may one day try on clothes in 'virtual changing rooms,' former Walmart US CEO Bill Simon sa  https://dashboard.stck.pro/news.php?ticker=WMT&rowid=3124849 … Get all the latest $WMT related news here :  https://dashboard.stck.pro/news.php?ticker=WMT … pic.twitter.com/y0UqqW5RjZ",9.63496E+17,StckPro
67,31-12-2019 17:38,Big Marijuana REVERSING - Major Rally today >>CHARTS $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH $CSC $DVMT $DST $ATVI $EA $MU $PYPL $SIRI $AMTD $SCHW pic.twitter.com/yOG3N8ApkZ,2322359952,Drugdoctor2014
68,31-12-2019 17:35,"$KT Corp. launches roaming event for 2020 New Year

 https://m.stock.naver.com/item/main.nhn#/stocks/030200/news/0004350733/office/014 …
$AAPL $AMZN $BA $CMCSA $FB $GOOG $INTC $MSFT $NFLX $NVDA $S $T $TMUS $TSLA $VZ $WMT $XOM #wallstreet #stockmarket #stocks #valueinvesting #money #finance #investors #investing #KOSPI #NYSE pic.twitter.com/S7ScS0tlvQ",55132970,stickycactusink
69,31-12-2019 17:25,$WMT Don’t Get Bored with Walmart Stock — It Could Break Out -- my article for @investorplace  https://investorplace.com/2019/12/dont-get-bored-with-walmart-stock-it-could-break-out/ … $SPY $QQQ $DJIA $DIA $GLD $SLV #stockmarket #investing #finance #stocks #gold #silver $TWTR $FB $AAPL $AMZN $TSLA $AMD $INTC $NFLX #economy $TLT,1664138053,davidmoadel
70,31-12-2019 17:23,"$MIK you see the power of short squeezes. $GME 104% of the outstanding shares short, yes more shares short than what exists. Huge squeeze coming 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP",32171776,InvincibleBull
71,31-12-2019 17:23,Walmart stock is 'compelling' heading into 2020 despite crowded retail space: Morgan Stanley  https://on.mktw.net/2ZDBWaE  $wmt,94355703,tgarcianyc
72,31-12-2019 17:20,Get $UNSS on your radar. ENTREX is about to merge with into the shell. $NOK $VALE $NIO $ABEV $S $XHR $DWPD $fb $goog $jnj $jpm $abc $wmt $cvx $hd $pg $unh $pfe $qcom $adbe $v $nflx $chtr $cost $PTC #StockMarket #investing #NYSE #WallStreet #NASDAQ #reversemerger,1.13897E+18,OCDstocks
73,31-12-2019 17:18,"PM's getting back to ""even weight,"" on #ChinaNames
$BILI, $DOYU, $DQ, $GSX, $JKS, $LK, $LX, $NIO, $QFIN, $SE & last but not least $ZTO

BTW, $ZTO could be a long-term monster like $WMT or $HD.  Just say'n

#CCP may be evil, but can't deny 1.4B peeps moving into consumer class.",1144189158,ktoddmorgan
74,31-12-2019 17:15,"Morning Options highest ORB, Up/Avg Gain of today's three 30-min bars, G/L % in the previous 30-Min (Min $10 & Vol 1M, Opt Price $0.76-$2.00 & Vol 250-1000 in any strike): $TLRY $CGC $WMT $NFLX $LK $PTON pic.twitter.com/kxvv3q40nR",72185690,15minofPham
75,31-12-2019 16:59,Ah @konkontibaa what you dey do morrow @alaska_gh awo so wmt..,297387878,Cas4d_dude
76,31-12-2019 16:58,"$GME shorts already at 104% of the outstanding shares🚨🚨🚨 they still have $121mill in share buy back. Shorts going to hit 150% 😱😱😱 better cover

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $ONCY $CRON $NVCN pic.twitter.com/8eTiQjOAEB",32171776,InvincibleBull
77,31-12-2019 16:57,$WMT $MELI $UPS  hitting lows,9.7178E+17,Zippered11
78,31-12-2019 16:57,$WMT Walmart stock is 'compelling' heading into 2020 despite crowded retail space: Morgan Stanley  http://www.cmlviz.com/article/WMT/marketwatch-2019-12-31-walmart-stock-is-compelling-heading-into-2020-despite-crowded-retail-space-morgan-stanley.html …,100024370,OphirGottlieb
79,31-12-2019 16:57,$WMT NEW ARTICLE : Technology will change the retail industry in the next decade: Former Walmart US CEO  https://dashboard.stck.pro/news.php?ticker=WMT&rowid=3124400 … Get all the latest $WMT related news here :  https://dashboard.stck.pro/news.php?ticker=WMT … pic.twitter.com/Sjq9Spig7E,9.63496E+17,StckPro
80,31-12-2019 16:55,"Non-Fiction:
2. Responsible Grace: John Wesley's Practical Theology by Randy L. Maddox
#UMC #WMT  pic.twitter.com/WbF54yOQAX",8.74325E+17,therevallison
81,31-12-2019 16:54,#WMT looks like it wants to roller over also imo,7.56417E+17,SwingTrader1974
82,31-12-2019 16:50,"$GME another HOd shorts good luck when brokers want their shares back. Can’t cover 104% of an outstanding shares. Companies buy backs have you screwed 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA pic.twitter.com/kTy8ewRAIR",32171776,InvincibleBull
83,31-12-2019 16:44,"$GME shorts good luck covering 104% of the outstanding shares!!!! 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $TLRY $ONCY $NIo $CRON $PYX $NVCN pic.twitter.com/BtDZSAtQFu",32171776,InvincibleBull
84,31-12-2019 16:38,"Brokers might want to call in your $GME shorts 104% of the outstanding shares short. Reminds me of $KBIO $2 to $45. Shorts set up godundme accounts 😂😂
$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA",32171776,InvincibleBull
85,31-12-2019 16:33,2020 we locomote ... If you have muted me WT ... If you have blocked me WMT,236156140,99Poke_em
86,31-12-2019 16:32,"🚨🚨🚨 $GME MOTHER OF ALL SHORT SQUEEZES 104% of the outstanding shares short and we broke over the 200dma 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $NIO $PtON $PYX $INPX pic.twitter.com/LnBcsosGPw",32171776,InvincibleBull
87,31-12-2019 16:31,#HappyNewYear $es_f $AAPL #daytrading #marketprofile #futures $spx $nasdaq $zb_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googl $AVGO $WFM $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $JPM $dis $MCD $mo $NKE $TGT $RHT $V $gc_f pic.twitter.com/MXF5IjbMw5,518085284,raymond10mm
88,31-12-2019 16:29,$WMT NEW ARTICLE : Walmart stock is 'compelling' heading into 2020 despite crowded retail space: Morgan Stanley  https://dashboard.stck.pro/news.php?ticker=WMT&rowid=3124208 … Get all the latest $WMT related news here :  https://dashboard.stck.pro/news.php?ticker=WMT … pic.twitter.com/JzSQp56CiQ,9.63496E+17,StckPro
89,31-12-2019 16:17,$TLRY 16.52 +.80 - $CRON $7.11 +.49 - $ITHUF $1.40 +.08 - BIG Marijuana - NEW YEAR REVERSAL Rally is on! $AMZN $TSLA $WMT $TGT $NVDA $SPY $GLD $EBAY $AAPL $FB $TWTR $GS $S $GOOG $DIS $IBM $MSFT $BIDU $VZ $ADBE $AMAT $ADSK $AVGO $BABA $CDNS $CAVM $CERN $CHKP $CSCO $CTXS $CTSH pic.twitter.com/93mCe8pqBf,2322359952,Drugdoctor2014
90,31-12-2019 16:14,"$GME 104% of the outstanding shares are short and it’s ready to break its 200dma can you say: MOTHER OF ALL SHORT SQUEEZES 🚨🚨🚨🚨🚨🚨🚨
$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $FdX $NFLX $C $BA $PEP $NIO pic.twitter.com/LEtoFxUJ76",32171776,InvincibleBull
91,31-12-2019 15:53,Fell Below 50 DMA today: $WMT $EGRX ... https://swingtradebot.com/alerts/20-fell-below-50-dma …,2422703600,SwingTradeBot
92,31-12-2019 15:49,$WMT NEW ARTICLE : Is Walmart a Perfect Stock for Your Retirement Portfolio?  https://dashboard.stck.pro/news.php?ticker=WMT&rowid=3123983 … Get all the latest $WMT related news here :  https://dashboard.stck.pro/news.php?ticker=WMT … pic.twitter.com/hEVJHRRsW4,9.63496E+17,StckPro
93,31-12-2019 15:49,"$GME shorts, brokers going to be calling for their shares back. 104% of the outstanding shares shorted 😱😱😱😱 when this squeezes it will be the mother of all. 

$SPY $MSFT $AMZN $FB $BRK.B $JPM $GOOG $JNJ $V $PG $XOM $T $BAC $UNH $NVDA $DIS $MA $VZ $INTC $HD $MRK $WMT $NIO",32171776,InvincibleBull
94,31-12-2019 15:33,"Slave labor is the bedrock of the Chinese Communist economic model.... Half of the SKUs on WMT and AMZN third party storefronts are courtesy of indentured servitude.... China Inc. is simply outsourcing the slavery to a new, lower cost, forced labor supply chain....",4319222122,DeepThroatIPO
95,31-12-2019 15:28,"2019's Top-Performing Stocks On The Dow:

1. $AAPL: +84% 
2. $MSFT: +55% 
3. $V: +42% 
4. $JPM: +42% 
5. $UTX: +40%
6. $GS: +37%
7. $NKE: +35%
8. $PG: +35%
9. $DIS: +31%
10. $AXP: +30%
11. $WMT: +28%
12. $INTC: +27%
13. $HD: +26%
14. $MRK: +19%
15. $UNH: +17% pic.twitter.com/Y8KJIctdXP",988955288,Investingcom
96,31-12-2019 15:24,"$GME could now easily find a buyer. Make the shorts pay for the buyout. Someone come in and buy 51% of the O/S and since 104% of the o/s is short make your own price they have to pay to cover. Getting the company for free 🤷🏻‍♂️🤔
$NIO $FB $AMZN $SPY $GOOG $INPX $WMT $BKNG $SVRA",32171776,InvincibleBull
97,31-12-2019 15:23,"Consumer Sector Update for 12/31/2019: NIO, TSLA, TIF, WMT, MCD, DIS, CVS, KO  http://dlvr.it/RMCVmg ",3103035807,active_stock
98,31-12-2019 15:21,sooo WMT is my song for today !,1.02402E+18,Dajiaaaaaa_
99,31-12-2019 15:10,Find value all year #BlackFriday #CyberMonday So many products cheaper on $NMGC NeoMagic's #mercadomagico  http://mercadomagico.com  than  $AMZN Amazon $WMT Walmart $TGT #Target  Kohls You don't have to pay for membership #fees #save #money find out more pic.twitter.com/91aUC1Q4UZ,1.19464E+18,bestdealsonli11
100,31-12-2019 15:06,@jimcramer @michaelsantoli If Dollar headed lower is that bad for WMT HD LOW who all buy product outside us and oil n copper start moving higher? @CNBC @ScottWapnerCNBC @DougKass,222187111,parklandtrader
